T,CX 120530 (Condenser He4),T,CX 120536 (EV 4),T,CX 120560 (IC),T,CX 120258 (UC)
4.235,321.62,1.094,987.08,0.313,5332.8,0.272,1710.1
4.235,321.62,1.094,987.07,0.313,5332.1,0.272,1709.9
4.235,321.62,1.094,987.12,0.313,5332,0.272,1711
4.235,321.63,1.094,987.11,0.313,5332.2,0.272,1711.2
4.235,321.62,1.094,987.1,0.313,5331.5,0.272,1710
4.235,321.62,1.094,986.8,0.313,5331.8,0.272,1710
4.235,321.62,1.094,986.79,0.313,5333.4,0.272,1710.8
4.235,321.62,1.094,986.8,0.313,5331.5,0.272,1712.1
4.235,321.62,1.094,986.83,0.313,5331.9,0.272,1710.5
4.235,321.62,1.094,986.82,0.313,5333.9,0.272,1711.6
4.235,321.63,1.094,986.8,0.313,5334.4,0.272,1711.4
4.235,321.62,1.094,986.74,0.313,5335.6,0.272,1710.6
4.235,321.62,1.094,986.72,0.313,5336.4,0.272,1709.9
4.235,321.62,1.094,986.7,0.313,5337.1,0.272,1709.4
4.235,321.62,1.094,986.76,0.313,5337.5,0.272,1709.6
4.235,321.62,1.094,986.76,0.313,5339.4,0.272,1709.8
4.235,321.62,1.094,986.76,0.313,5340.5,0.272,1708.2
4.235,321.62,1.094,986.84,0.313,5341.7,0.272,1707.2
4.235,321.62,1.094,986.94,0.313,5341.9,0.272,1705.1
4.235,321.62,1.094,986.94,0.313,5342.4,0.272,1706.1
4.235,321.62,1.094,986.91,0.313,5342.1,0.272,1706.4
4.235,321.63,1.094,986.97,0.313,5343.2,0.272,1704.7
4.235,321.62,1.094,986.95,0.313,5343.6,0.272,1705.3
4.235,321.62,1.094,986.93,0.313,5344.3,0.272,1703.7
4.235,321.62,1.094,986.87,0.313,5344.4,0.272,1704.9
4.235,321.62,1.094,986.86,0.313,5331.1,0.272,1702.3
4.235,321.62,1.094,986.84,0.313,5331.1,0.272,1704.7
4.235,321.62,1.094,986.89,0.313,5331.4,0.272,1705.2
4.235,321.63,1.094,986.9,0.313,5330.7,0.272,1703.4
4.235,321.62,1.094,986.88,0.313,5330.6,0.272,1705.1
4.235,321.62,1.094,987.28,0.313,5330.7,0.272,1705.9
4.235,321.62,1.094,987.28,0.313,5330.3,0.272,1705.7
4.235,321.62,1.094,987.26,0.313,5329.8,0.272,1706
4.235,321.63,1.094,987.27,0.313,5330.4,0.272,1703.7
4.235,321.62,1.094,987.29,0.313,5329.7,0.272,1702.4
4.235,321.63,1.094,987.3,0.313,5330.1,0.272,1703.5
4.235,321.62,1.094,987.28,0.313,5330,0.272,1702.6
4.235,321.62,1.094,987.28,0.313,5330.2,0.272,1704
4.235,321.62,1.094,987.26,0.313,5330.1,0.272,1703.1
4.235,321.63,1.094,987.23,0.313,5334.7,0.272,1704.6
4.235,321.62,1.094,987.24,0.313,5333.6,0.272,1707.3
4.235,321.63,1.094,987.22,0.313,5333.3,0.272,1704.8
4.235,321.62,1.094,987.22,0.313,5333.3,0.272,1706.6
4.235,321.62,1.094,987.26,0.313,5333.1,0.272,1707.4
4.235,321.62,1.094,987.25,0.313,5333.1,0.272,1705.5
4.235,321.63,1.094,987.24,0.313,5332.9,0.272,1703.8
4.235,321.62,1.094,987.24,0.313,5332.9,0.272,1704.1
4.235,321.62,1.094,987.3,0.313,5332.6,0.272,1705.5
4.235,321.62,1.094,987.32,0.313,5332.8,0.272,1703.7
4.235,321.63,1.094,987.33,0.313,5332.4,0.272,1704.4
4.235,321.62,1.094,987.33,0.313,5332.1,0.272,1706.9
4.235,321.63,1.094,987.32,0.313,5332.9,0.272,1706.9
4.235,321.62,1.094,987.34,0.313,5332.2,0.272,1705.7
4.235,321.63,1.094,987.04,0.313,5332,0.272,1707.6
4.235,321.62,1.094,987.33,0.313,5331.6,0.272,1706.1
4.235,321.62,1.094,987.34,0.313,5331.6,0.272,1704.7
4.235,321.63,1.094,987.33,0.313,5331.8,0.272,1705.8
4.235,321.63,1.094,987.29,0.313,5332,0.272,1703.3
4.235,321.62,1.094,987.3,0.313,5332.4,0.272,1703.9
4.235,321.62,1.094,987.31,0.313,5331.9,0.272,1703.1
4.235,321.63,1.094,987.31,0.313,5331.8,0.272,1704.2
4.235,321.62,1.094,987.33,0.313,5332.1,0.272,1703.6
4.235,321.62,1.094,987.33,0.313,5332.4,0.272,1704.3
4.235,321.63,1.094,987.32,0.313,5332.5,0.272,1706.6
4.235,321.62,1.094,987.32,0.313,5333,0.272,1705.7
4.235,321.62,1.094,987.22,0.313,5333.5,0.272,1705.3
4.235,321.62,1.094,987.33,0.313,5334,0.272,1705.6
4.235,321.62,1.094,987.33,0.313,5334.1,0.272,1703.6
4.235,321.62,1.094,987.31,0.313,5325.2,0.272,1704.3
4.235,321.62,1.094,987.32,0.313,5322,0.272,1704.3
4.235,321.62,1.094,987.32,0.313,5331.6,0.272,1702.8
4.235,321.62,1.094,987.31,0.313,5325.4,0.272,1704
4.235,321.62,1.094,987.34,0.313,5323.8,0.272,1703.2
4.235,321.62,1.094,987.35,0.313,5325,0.272,1704.4
4.235,321.62,1.094,987.31,0.313,5325.9,0.272,1706.1
4.235,321.62,1.094,987.3,0.313,5322.7,0.272,1705.6
4.235,321.62,1.094,987.29,0.313,5326,0.272,1705.9
4.235,321.62,1.094,987.28,0.313,5329.7,0.272,1704.2
4.235,321.62,1.094,987.29,0.313,5323.5,0.272,1703.1
4.235,321.62,1.094,987.32,0.313,5336.8,0.272,1704.7
4.235,321.62,1.094,987.32,0.313,5322.3,0.272,1704.9
4.235,321.62,1.094,987.3,0.313,5323.8,0.272,1705.1
4.235,321.62,1.094,987.3,0.313,5343.8,0.272,1703.2
4.235,321.62,1.094,987.33,0.313,5342.1,0.272,1703.8
4.235,321.62,1.094,987.15,0.313,5341.7,0.272,1705.9
4.235,321.62,1.094,987.16,0.313,5344.3,0.272,1704.1
4.235,321.62,1.094,987.11,0.313,5344.4,0.272,1706.1
4.235,321.62,1.094,987.13,0.313,5343.5,0.272,1703.4
4.235,321.62,1.094,987.22,0.313,5344.3,0.272,1705.2
4.235,321.62,1.094,987.22,0.313,5342.8,0.272,1702.2
4.235,321.62,1.094,987.18,0.313,5324.1,0.272,1702.3
4.235,321.62,1.094,987.2,0.313,5324.5,0.272,1702.2
4.235,321.63,1.094,987.08,0.313,5343.9,0.272,1702.1
4.235,321.62,1.094,986.5,0.313,5340.5,0.272,1704.9
4.235,321.62,1.094,986.65,0.313,5342.7,0.272,1704.8
4.235,321.62,1.094,987.35,0.313,5344.2,0.272,1705.7
4.235,321.62,1.094,986.59,0.313,5328.9,0.272,1703.5
4.235,321.62,1.094,986.97,0.313,5329.8,0.272,1703.9
4.235,321.62,1.094,987.03,0.313,5329.8,0.272,1704
4.235,321.62,1.094,986.79,0.313,5331.4,0.272,1704.5
4.235,321.62,1.094,986.88,0.313,5329.8,0.272,1703.9
4.235,321.62,1.095,986.27,0.313,5330,0.272,1704.1
4.235,321.62,1.095,986.29,0.313,5330.8,0.272,1701.8
4.235,321.62,1.095,986.19,0.313,5329.4,0.272,1704
4.235,321.62,1.095,986.23,0.313,5330.7,0.272,1703.5
4.235,321.62,1.095,986.36,0.313,5331,0.272,1702.9
4.235,321.63,1.095,986.38,0.313,5329.9,0.272,1703.8
4.235,321.62,1.095,986.33,0.313,5331.1,0.272,1704.5
4.235,321.62,1.095,986.33,0.313,5331.3,0.272,1705.3
4.235,321.62,1.095,985.86,0.313,5331.5,0.272,1703.2
4.235,321.63,1.095,985.93,0.313,5331.3,0.272,1704.4
4.235,321.63,1.095,985.67,0.313,5329.7,0.272,1701.5
4.235,321.63,1.095,985.77,0.313,5327.4,0.272,1703.7
4.235,321.62,1.095,986.1,0.313,5327.1,0.272,1704.1
4.235,321.62,1.095,986.15,0.313,5330.3,0.272,1704.8
4.235,321.62,1.095,986.01,0.313,5328.5,0.272,1704.8
4.235,321.62,1.095,986.07,0.313,5329.7,0.272,1703.8
4.235,321.62,1.095,986.4,0.313,5331.3,0.272,1705
4.235,321.63,1.095,986.45,0.313,5328.1,0.272,1705
4.235,321.62,1.095,986.46,0.313,5344.4,0.272,1703.3
4.235,321.62,1.095,986.43,0.313,5330.2,0.272,1704.1
4.235,321.62,1.095,986.43,0.313,5327.6,0.272,1701.9
4.235,321.62,1.096,985.07,0.313,5326.3,0.272,1701.9
4.235,321.62,1.096,984.86,0.313,5328.1,0.272,1703
4.235,321.62,1.096,985.25,0.313,5327.8,0.272,1701.4
4.235,321.63,1.096,985.54,0.313,5331.5,0.272,1702.3
4.235,321.63,1.096,985.41,0.313,5332.1,0.272,1702.4
4.235,321.63,1.097,984.02,0.314,5305.1,0.272,1702.8
4.235,321.62,1.097,984.36,0.314,5320.1,0.272,1703.7
4.235,321.62,1.097,984.63,0.314,5320.8,0.272,1703
4.235,321.62,1.098,983.78,0.314,5312.2,0.272,1703.1
4.235,321.62,1.098,983.11,0.314,5305,0.272,1702.2
4.235,321.62,1.098,983.64,0.314,5298.2,0.272,1702.1
4.235,321.62,1.098,983.04,0.314,5316.2,0.272,1700.8
4.235,321.62,1.098,983.25,0.314,5286,0.272,1702.9
4.235,321.63,1.099,982.35,0.314,5320.3,0.272,1700.5
4.235,321.62,1.099,982.45,0.314,5320.9,0.272,1701.2
4.235,321.62,1.099,982.88,0.314,5321.3,0.272,1701.5
4.235,321.62,1.099,982.64,0.314,5310.4,0.272,1703.9
4.235,321.62,1.1,981.62,0.314,5316.5,0.272,1701.9
4.235,321.63,1.1,981.31,0.314,5320.2,0.272,1702.2
4.235,321.62,1.1,981.72,0.314,5320.5,0.272,1702.9
4.235,321.62,1.1,982.04,0.314,5321.7,0.272,1702.3
4.235,321.63,1.101,980.65,0.314,5321.7,0.272,1701.4
4.235,321.63,1.101,980.73,0.314,5318.6,0.272,1701.9
4.235,321.62,1.101,980.77,0.314,5319.9,0.272,1700.8
4.235,321.63,1.102,979.59,0.314,5316.8,0.272,1701
4.235,321.62,1.102,979.99,0.314,5319.2,0.272,1703.1
4.235,321.63,1.103,978.74,0.314,5318.1,0.272,1703.7
4.235,321.62,1.104,978.56,0.314,5318.4,0.272,1701.9
4.235,321.62,1.105,977.36,0.314,5319.5,0.272,1704.2
4.235,321.63,1.105,977.36,0.314,5317.7,0.272,1702.6
4.235,321.63,1.105,977.36,0.314,5317.1,0.272,1702.3
4.235,321.62,1.105,977.35,0.314,5317.4,0.272,1702.3
4.235,321.63,1.105,977.36,0.314,5317.6,0.272,1701.1
4.235,321.62,1.105,977.37,0.314,5290.5,0.272,1700.4
4.235,321.63,1.105,977.37,0.314,5319.9,0.272,1699.7
4.235,321.63,1.105,977.36,0.314,5316.5,0.272,1700.9
4.235,321.62,1.105,977.36,0.314,5316.6,0.272,1701
4.235,321.62,1.105,977.36,0.314,5317.6,0.272,1702.2
4.235,321.62,1.105,977.35,0.314,5317.6,0.272,1701.7
4.235,321.63,1.105,977.35,0.314,5311.3,0.272,1702
4.235,321.63,1.105,977.36,0.314,5315.7,0.272,1704.3
4.235,321.63,1.105,977.35,0.314,5315.6,0.272,1702.4
4.235,321.63,1.105,977.35,0.314,5313.8,0.272,1702.9
4.235,321.62,1.105,977.36,0.314,5313.5,0.272,1699.7
4.235,321.63,1.105,977.35,0.314,5314.9,0.272,1700.7
4.235,321.63,1.105,977.35,0.314,5314.6,0.272,1699.9
4.235,321.62,1.105,977.35,0.314,5315.9,0.272,1701.6
4.235,321.62,1.105,977.37,0.314,5316,0.272,1700.9
4.235,321.62,1.105,977.38,0.314,5313.2,0.272,1701.3
4.235,321.62,1.105,977.36,0.314,5310.8,0.272,1701.5
4.235,321.62,1.105,977.36,0.314,5314.2,0.272,1701.7
4.235,321.62,1.105,977.37,0.314,5298.7,0.272,1703.2
4.235,321.62,1.105,977.37,0.314,5292.3,0.272,1703.8
4.235,321.62,1.105,977.37,0.314,5315.2,0.272,1701
4.235,321.62,1.105,977.37,0.314,5313,0.272,1701.6
4.235,321.62,1.105,977.38,0.314,5314.1,0.272,1701.9
4.235,321.62,1.105,977.35,0.314,5314.1,0.272,1702.3
4.235,321.62,1.105,977.37,0.314,5311.9,0.272,1702.9
4.235,321.62,1.105,977.36,0.314,5311.7,0.272,1700.8
4.235,321.62,1.105,977.36,0.314,5309.5,0.272,1701.7
4.235,321.62,1.105,977.37,0.314,5309.3,0.272,1703.6
4.235,321.62,1.105,977.36,0.314,5310.2,0.272,1702.5
4.235,321.62,1.105,977.36,0.314,5310.6,0.272,1703.4
4.235,321.63,1.105,977.35,0.314,5313,0.272,1701.4
4.235,321.62,1.105,977.37,0.314,5312.3,0.272,1702.1
4.235,321.62,1.105,977.34,0.314,5308.5,0.272,1699.7
4.235,321.62,1.105,977.33,0.314,5312.3,0.272,1700.2
4.235,321.62,1.105,977.34,0.314,5309.7,0.272,1701.6
4.235,321.62,1.105,977.34,0.314,5315.2,0.272,1700.5
4.235,321.62,1.105,977.35,0.314,5315.2,0.272,1702.5
4.235,321.62,1.105,977.34,0.314,5310.6,0.272,1701.6
4.235,321.62,1.105,977.35,0.314,5309.1,0.272,1701.7
4.235,321.62,1.105,977.35,0.314,5310,0.272,1701.4
4.235,321.63,1.105,977.34,0.314,5310.5,0.272,1702.4
4.235,321.62,1.105,977.35,0.314,5307.9,0.272,1703.1
4.235,321.62,1.105,977.35,0.314,5308.2,0.272,1700.1
4.235,321.62,1.105,977.34,0.314,5308,0.272,1702.3
4.235,321.63,1.105,977.34,0.314,5307.4,0.272,1701.3
4.235,321.62,1.105,977.34,0.314,5307.1,0.272,1700.6
4.235,321.62,1.105,977.35,0.314,5306.5,0.272,1700.5
4.235,321.62,1.105,977.35,0.314,5307.2,0.272,1700.7
4.235,321.62,1.105,977.34,0.314,5306.2,0.272,1703.3
4.235,321.62,1.105,977.35,0.314,5305.6,0.272,1701.2
4.235,321.63,1.105,977.34,0.314,5305.9,0.272,1701.1
4.235,321.62,1.105,977.37,0.314,5306.4,0.272,1701.3
4.235,321.62,1.105,977.36,0.314,5300.3,0.272,1700.4
4.235,321.62,1.105,977.36,0.314,5305.9,0.272,1702.1
4.235,321.63,1.105,977.35,0.314,5304.6,0.272,1701.2
4.235,321.62,1.105,977.36,0.314,5305.6,0.272,1700.7
4.235,321.62,1.105,977.36,0.314,5306.4,0.272,1699.4
4.235,321.62,1.105,977.35,0.314,5305.3,0.272,1699.7
4.235,321.62,1.105,977.36,0.314,5304.5,0.272,1702.8
4.235,321.62,1.105,977.36,0.314,5304.6,0.272,1700.6
4.235,321.63,1.105,977.34,0.314,5304.2,0.272,1700.6
4.235,321.63,1.105,977.34,0.314,5304.1,0.272,1701.8
4.235,321.62,1.105,977.35,0.314,5303.8,0.272,1702.6
4.235,321.62,1.105,977.35,0.314,5303.3,0.272,1702
4.235,321.62,1.105,977.35,0.314,5303.6,0.272,1701.2
4.235,321.63,1.105,977.36,0.314,5303.3,0.272,1700.9
4.235,321.62,1.105,977.35,0.314,5302.1,0.272,1701.1
4.235,321.63,1.105,977.35,0.314,5302,0.272,1701.4
4.235,321.63,1.105,977.35,0.314,5300.3,0.272,1699.8
4.235,321.63,1.105,977.37,0.314,5304.9,0.272,1702
4.235,321.62,1.105,977.36,0.314,5302.7,0.272,1702
4.235,321.63,1.105,977.36,0.314,5301.3,0.272,1700.2
4.235,321.63,1.105,977.37,0.314,5302.4,0.272,1702.7
4.235,321.63,1.105,977.37,0.314,5303.3,0.272,1702.6
4.235,321.63,1.105,977.36,0.314,5301.7,0.272,1700.3
4.235,321.62,1.105,977.35,0.314,5292.7,0.272,1701.6
4.235,321.63,1.105,977.37,0.314,5299.1,0.272,1699.9
4.235,321.63,1.105,977.37,0.314,5300.3,0.272,1698.7
4.235,321.63,1.105,977.36,0.314,5295.7,0.272,1699.5
4.235,321.62,1.105,977.37,0.314,5299.5,0.272,1701.4
4.235,321.63,1.105,977.38,0.314,5297.8,0.272,1699.9
4.235,321.62,1.105,977.38,0.314,5298.5,0.272,1701.7
4.235,321.63,1.105,977.37,0.314,5300,0.272,1700.2
4.235,321.63,1.105,977.38,0.314,5298.2,0.272,1700.2
4.235,321.63,1.105,977.36,0.314,5296.3,0.272,1700.1
4.235,321.63,1.105,977.37,0.314,5296.8,0.272,1699.5
4.235,321.63,1.105,977.37,0.314,5296.6,0.272,1701.3
4.235,321.63,1.105,977.36,0.314,5318.6,0.272,1700.7
4.235,321.63,1.105,977.36,0.314,5308.7,0.272,1699.4
4.235,321.63,1.105,977.35,0.314,5294.9,0.272,1698.7
4.235,321.63,1.105,977.35,0.314,5294.8,0.272,1701.4
4.235,321.63,1.105,977.36,0.314,5297.6,0.272,1699.3
4.235,321.62,1.105,977.36,0.314,5297.2,0.272,1702.1
4.235,321.63,1.105,977.36,0.314,5293.1,0.272,1700.9
4.235,321.63,1.105,977.35,0.314,5294.2,0.272,1702.4
4.235,321.63,1.105,977.35,0.314,5289.1,0.272,1700
4.235,321.63,1.105,977.36,0.314,5293.8,0.272,1699.5
4.235,321.63,1.105,977.36,0.314,5292.6,0.272,1701.3
4.235,321.63,1.105,977.36,0.314,5292.7,0.272,1700.3
4.235,321.63,1.105,977.35,0.314,5293.3,0.272,1698
4.235,321.62,1.105,977.36,0.314,5291.8,0.272,1700.8
4.235,321.63,1.105,977.37,0.314,5290.5,0.272,1699.8
4.235,321.62,1.105,977.36,0.314,5290.5,0.272,1699.7
4.235,321.63,1.105,977.36,0.314,5291.3,0.272,1699
4.235,321.62,1.105,977.37,0.314,5298.6,0.272,1701.8
4.235,321.63,1.105,977.37,0.314,5294.8,0.272,1700.1
4.235,321.62,1.105,977.36,0.314,5288.7,0.272,1699.7
4.235,321.63,1.105,977.36,0.314,5288.7,0.272,1700.3
4.235,321.63,1.105,977.37,0.314,5291.9,0.272,1700.6
4.235,321.63,1.105,977.36,0.314,5291.3,0.272,1698.5
4.235,321.63,1.105,977.38,0.314,5289.5,0.272,1699.5
4.235,321.63,1.105,977.37,0.315,5265.9,0.272,1698.7
4.235,321.62,1.105,977.37,0.315,5265.7,0.272,1699.4
4.235,321.63,1.105,977.37,0.315,5265.3,0.272,1700.3
4.235,321.63,1.105,977.37,0.315,5265.4,0.272,1701.5
4.235,321.62,1.105,977.37,0.315,5265.6,0.272,1699.2
4.235,321.62,1.105,977.37,0.315,5265.8,0.272,1699.8
4.235,321.62,1.105,977.37,0.315,5265.6,0.272,1699.7
4.235,321.62,1.105,977.36,0.315,5266,0.272,1699.3
4.235,321.63,1.105,977.37,0.315,5265.8,0.272,1701
4.235,321.63,1.105,977.37,0.315,5266.2,0.272,1697.9
4.235,321.63,1.105,977.36,0.315,5265.7,0.272,1697.7
4.235,321.62,1.105,977.37,0.315,5266,0.272,1699.6
4.235,321.62,1.105,977.37,0.315,5266.3,0.272,1699
4.235,321.63,1.105,977.38,0.315,5265.6,0.272,1701.5
4.235,321.63,1.105,977.36,0.315,5265.5,0.272,1699.4
4.235,321.62,1.105,977.35,0.315,5266.1,0.272,1699.7
4.235,321.62,1.105,977.37,0.315,5266.5,0.272,1700.8
4.235,321.62,1.105,977.37,0.315,5265.6,0.272,1699.9
4.235,321.63,1.105,977.36,0.315,5270.4,0.272,1698.6
4.235,321.63,1.105,977.37,0.315,5270.4,0.272,1697.9
4.235,321.63,1.105,977.37,0.315,5270.5,0.272,1699.7
4.235,321.63,1.105,977.37,0.315,5269.9,0.272,1700.4
4.235,321.63,1.105,977.37,0.315,5271.7,0.272,1698.1
4.235,321.63,1.105,977.36,0.315,5272.3,0.272,1700.6
4.235,321.63,1.105,977.37,0.315,5270.5,0.272,1701.2
4.235,321.62,1.105,977.37,0.315,5272.8,0.272,1699.4
4.235,321.63,1.105,977.36,0.315,5270,0.272,1701.3
4.235,321.62,1.105,977.38,0.315,5271.2,0.272,1701.8
4.235,321.63,1.105,977.37,0.315,5271.2,0.272,1699.5
4.235,321.63,1.105,977.37,0.315,5265.7,0.272,1698
4.235,321.62,1.105,977.37,0.315,5267.2,0.272,1700.2
4.235,321.63,1.105,977.38,0.315,5272.3,0.272,1699.7
4.235,321.63,1.105,977.38,0.315,5271.1,0.272,1699.5
4.235,321.63,1.105,977.29,0.315,5270.6,0.272,1700.2
4.235,321.62,1.105,977.29,0.315,5272.1,0.272,1699.8
4.235,321.63,1.105,977.29,0.315,5265.8,0.272,1701.4
4.235,321.63,1.105,977.3,0.315,5265.5,0.272,1700.3
4.235,321.63,1.105,977.28,0.315,5265.5,0.272,1699.1
4.235,321.63,1.105,977.29,0.315,5269,0.272,1700.7
4.235,321.63,1.105,977.29,0.315,5265.1,0.272,1700.3
4.235,321.63,1.105,977.29,0.315,5265.4,0.272,1700
4.235,321.63,1.105,977.3,0.315,5265.8,0.272,1698
4.235,321.63,1.105,977.28,0.315,5265.4,0.272,1699.6
4.235,321.63,1.105,977.28,0.315,5265.3,0.272,1698.2
4.235,321.63,1.105,977.27,0.315,5269.7,0.272,1699.9
4.235,321.63,1.105,977.29,0.315,5266.9,0.272,1701
4.235,321.63,1.105,977.3,0.315,5267,0.272,1701.2
4.235,321.63,1.105,977.29,0.315,5267.1,0.272,1701.5
4.235,321.63,1.105,977.29,0.315,5267.2,0.272,1700.2
4.235,321.63,1.105,977.29,0.315,5265.1,0.272,1699.8
4.235,321.63,1.105,977.3,0.315,5265,0.272,1700.7
4.235,321.63,1.105,977.29,0.315,5267.2,0.272,1698.7
4.235,321.63,1.105,977.29,0.315,5265.6,0.272,1700.4
4.235,321.63,1.105,977.28,0.315,5270.2,0.272,1697.9
4.235,321.64,1.105,977.29,0.315,5269.1,0.272,1700.4
4.235,321.63,1.105,977.29,0.315,5265.7,0.272,1698.6
4.235,321.63,1.105,977.29,0.315,5268.6,0.272,1700.5
4.235,321.63,1.105,977.28,0.315,5269,0.272,1699.7
4.235,321.63,1.105,977.29,0.315,5265.7,0.272,1699.2
4.235,321.63,1.105,977.28,0.315,5266.1,0.272,1702
4.235,321.63,1.105,977.3,0.315,5265.1,0.272,1700.6
4.235,321.63,1.105,977.29,0.315,5265.7,0.272,1701.8
4.235,321.63,1.105,977.29,0.315,5269.4,0.272,1700.7
4.235,321.63,1.105,977.29,0.315,5268.6,0.272,1697.7
4.235,321.63,1.105,977.29,0.315,5267.9,0.272,1697.7
4.235,321.64,1.105,977.29,0.315,5268.4,0.272,1698
4.235,321.63,1.105,977.31,0.315,5268.7,0.272,1698.8
4.235,321.63,1.105,977.3,0.315,5269.1,0.272,1698.6
4.235,321.63,1.105,977.29,0.315,5269.4,0.272,1700.7
4.235,321.63,1.105,977.29,0.315,5267.9,0.272,1701.1
4.235,321.63,1.105,977.28,0.315,5268.1,0.272,1699.2
4.235,321.63,1.105,977.29,0.315,5268.1,0.272,1699.3
4.235,321.63,1.105,977.29,0.315,5267.6,0.272,1701.3
4.235,321.63,1.105,977.28,0.315,5272.1,0.272,1699.8
4.235,321.62,1.105,977.29,0.315,5267.9,0.272,1699.5
4.235,321.63,1.105,977.29,0.315,5267.3,0.272,1697.5
4.235,321.63,1.105,977.29,0.315,5267.6,0.272,1699.9
4.235,321.63,1.105,977.28,0.315,5267.9,0.272,1700.8
4.235,321.63,1.105,977.28,0.315,5268,0.272,1700.6
4.235,321.63,1.105,977.29,0.315,5270.5,0.272,1699
4.235,321.62,1.105,977.28,0.315,5268.1,0.272,1701.4
4.235,321.63,1.105,977.28,0.315,5268.1,0.272,1699.7
4.235,321.62,1.105,977.28,0.315,5268.4,0.272,1699
4.235,321.63,1.105,977.28,0.315,5268.8,0.272,1699.6
4.235,321.63,1.105,977.27,0.315,5268.4,0.272,1699
4.235,321.63,1.105,977.28,0.315,5268.4,0.272,1699.6
4.235,321.63,1.105,977.28,0.315,5268.3,0.272,1697.2
4.235,321.63,1.105,977.28,0.315,5268.1,0.272,1699.5
4.235,321.63,1.105,977.3,0.315,5267.4,0.272,1698.5
4.235,321.63,1.105,977.3,0.315,5272,0.272,1700.8
4.235,321.63,1.105,977.3,0.315,5271.7,0.272,1701.1
4.235,321.62,1.105,977.29,0.315,5270.6,0.272,1698.7
4.235,321.63,1.105,977.3,0.315,5272.2,0.272,1698.8
4.235,321.62,1.105,977.28,0.315,5271.7,0.272,1701
4.235,321.63,1.105,977.29,0.315,5272.3,0.272,1698.3
4.235,321.62,1.105,977.29,0.315,5272.2,0.272,1697.4
4.235,321.62,1.105,977.27,0.315,5271.9,0.272,1696.4
4.235,321.62,1.105,977.28,0.315,5271.7,0.272,1699.5
4.235,321.62,1.105,977.28,0.315,5267.8,0.272,1699.9
4.235,321.62,1.105,977.29,0.315,5267.9,0.272,1699.7
4.235,321.62,1.105,977.28,0.315,5268.2,0.272,1700.2
4.235,321.63,1.105,977.3,0.315,5268.2,0.272,1698.2
4.235,321.62,1.105,977.29,0.315,5271.7,0.272,1698.1
4.235,321.62,1.105,977.29,0.315,5271.5,0.272,1698.7
4.235,321.62,1.105,977.28,0.315,5268,0.272,1700
4.235,321.62,1.105,977.3,0.315,5267.9,0.272,1699.3
4.235,321.63,1.105,977.29,0.315,5268.1,0.272,1696.1
4.235,321.62,1.105,977.29,0.315,5271.6,0.272,1694.8
4.235,321.62,1.105,977.3,0.315,5271.3,0.272,1697.1
4.235,321.62,1.105,977.31,0.315,5271.8,0.272,1699.7
4.235,321.62,1.105,977.3,0.315,5271.1,0.272,1697.8
4.235,321.62,1.105,977.31,0.315,5270.3,0.272,1698
4.235,321.62,1.105,977.3,0.315,5270.5,0.272,1699.9
4.235,321.62,1.105,977.3,0.315,5270.7,0.272,1699.5
4.235,321.61,1.105,977.29,0.315,5270.6,0.272,1698
4.235,321.61,1.105,977.3,0.315,5272.5,0.272,1698
4.235,321.61,1.105,977.29,0.315,5272,0.272,1698.7
4.235,321.62,1.105,977.33,0.315,5272.2,0.272,1699
4.235,321.62,1.105,977.31,0.315,5271.4,0.272,1695.9
4.235,321.62,1.105,977.3,0.315,5272.3,0.272,1698.6
4.235,321.62,1.105,977.32,0.315,5271.9,0.272,1699.1
4.235,321.63,1.105,977.32,0.315,5271.3,0.272,1697.3
4.235,321.62,1.105,977.31,0.315,5272.4,0.272,1699.6
4.235,321.63,1.105,977.31,0.315,5272.9,0.272,1697.5
4.235,321.62,1.105,977.32,0.315,5270.9,0.272,1700.1
4.235,321.62,1.105,977.32,0.315,5270.2,0.272,1700.5
4.235,321.62,1.105,977.3,0.315,5270.9,0.272,1700.2
4.235,321.62,1.105,977.33,0.315,5270.7,0.272,1697.7
4.235,321.61,1.105,977.33,0.315,5271,0.272,1696.9
4.235,321.63,1.105,977.32,0.315,5270,0.272,1697.9
4.235,321.62,1.105,977.33,0.315,5270,0.272,1698.4
4.235,321.63,1.105,977.33,0.315,5270.3,0.272,1698.5
4.235,321.62,1.105,977.33,0.315,5270.8,0.272,1697.2
4.235,321.63,1.105,977.34,0.315,5270.1,0.272,1699.7
4.235,321.63,1.105,977.34,0.315,5270.5,0.272,1698.5
4.235,321.63,1.105,977.34,0.315,5270.1,0.272,1698.1
4.235,321.63,1.105,977.3,0.315,5272.1,0.272,1696.5
4.235,321.63,1.105,977.29,0.315,5271,0.272,1695.9
4.235,321.64,1.105,977.3,0.315,5270.3,0.272,1696.1
4.235,321.63,1.105,977.29,0.315,5270.4,0.272,1699.8
4.235,321.62,1.105,977.29,0.315,5270.3,0.272,1696.6
4.235,321.62,1.105,977.31,0.315,5270.4,0.272,1698.3
4.235,321.63,1.105,977.32,0.315,5257.2,0.272,1699.4
4.235,321.63,1.105,977.29,0.315,5256.6,0.272,1697.4
4.235,321.63,1.105,977.29,0.315,5257.2,0.272,1657.4
4.235,321.63,1.105,977.32,0.315,5256.9,0.273,1683.9
4.235,321.63,1.105,977.31,0.315,5256.9,0.273,1689.8
4.235,321.63,1.105,977.29,0.315,5256.7,0.273,1694.5
