5.575476464537899579e-01 3.000000000000000000e+02
5.575591409011112498e-01 2.999950000000000045e+02
5.575706353484326527e-01 2.999900000000000091e+02
5.575821297957540557e-01 2.999850000000000136e+02
5.575936242430753476e-01 2.999800000000000182e+02
5.576051186903967505e-01 2.999750000000000227e+02
5.576166131377181534e-01 2.999700000000000273e+02
5.576281075850394453e-01 2.999650000000000318e+02
5.576396020323608482e-01 2.999600000000000364e+02
5.576510964796822512e-01 2.999550000000000409e+02
5.576625909270035431e-01 2.999500000000000455e+02
5.576740853743249460e-01 2.999450000000000500e+02
5.576855798216463489e-01 2.999400000000000546e+02
5.576970742689677518e-01 2.999350000000000591e+02
5.577085687162890437e-01 2.999300000000000637e+02
5.577200631636104466e-01 2.999250000000000682e+02
5.577315576109318496e-01 2.999200000000000728e+02
5.577430520582531415e-01 2.999150000000000773e+02
5.577545465055745444e-01 2.999100000000000819e+02
5.577660409528959473e-01 2.999050000000000864e+02
5.577775354002172392e-01 2.999000000000000909e+02
5.577890298475386421e-01 2.998950000000000955e+02
5.578005242948600451e-01 2.998900000000001000e+02
5.578120187421813370e-01 2.998850000000001046e+02
5.578235131895027399e-01 2.998800000000001091e+02
5.578350076368241428e-01 2.998750000000001137e+02
5.578465020841454347e-01 2.998700000000001182e+02
5.578579965314668376e-01 2.998650000000001228e+02
5.578694909787882406e-01 2.998600000000001273e+02
5.578809854261095325e-01 2.998550000000001319e+02
5.578924798734309354e-01 2.998500000000001364e+02
5.579039743207523383e-01 2.998450000000001410e+02
5.579154687680736302e-01 2.998400000000001455e+02
5.579269632153950331e-01 2.998350000000001501e+02
5.579384576627164360e-01 2.998300000000001546e+02
5.579499521100377279e-01 2.998250000000001592e+02
5.579614465573591309e-01 2.998200000000001637e+02
5.579729410046805338e-01 2.998150000000001683e+02
5.579844354520018257e-01 2.998100000000001728e+02
5.579959298993232286e-01 2.998050000000001774e+02
5.580074243466446315e-01 2.998000000000001819e+02
5.580189187939659234e-01 2.997950000000001864e+02
5.580304132412873264e-01 2.997900000000001910e+02
5.580419076886087293e-01 2.997850000000001955e+02
5.580534021359300212e-01 2.997800000000002001e+02
5.580648965832514241e-01 2.997750000000002046e+02
5.580763910305728270e-01 2.997700000000002092e+02
5.580878854778941189e-01 2.997650000000002137e+02
5.580993799252155219e-01 2.997600000000002183e+02
5.581108743725369248e-01 2.997550000000002228e+02
5.581223688198582167e-01 2.997500000000002274e+02
5.581338632671796196e-01 2.997450000000002319e+02
5.581453577145010225e-01 2.997400000000002365e+02
5.581568521618223144e-01 2.997350000000002410e+02
5.581683466091437174e-01 2.997300000000002456e+02
5.581798410564651203e-01 2.997250000000002501e+02
5.581913355037865232e-01 2.997200000000002547e+02
5.582028299511078151e-01 2.997150000000002592e+02
5.582143243984292180e-01 2.997100000000002638e+02
5.582258188457506209e-01 2.997050000000002683e+02
5.582373132930719128e-01 2.997000000000002728e+02
5.582488077403933158e-01 2.996950000000002774e+02
5.582603021877147187e-01 2.996900000000002819e+02
5.582717966350360106e-01 2.996850000000002865e+02
5.582832910823574135e-01 2.996800000000002910e+02
5.582947855296788164e-01 2.996750000000002956e+02
5.583062799770001083e-01 2.996700000000003001e+02
5.583177744243215113e-01 2.996650000000003047e+02
5.583292688716429142e-01 2.996600000000003092e+02
5.583407633189642061e-01 2.996550000000003138e+02
5.583522577662856090e-01 2.996500000000003183e+02
5.583637522136070119e-01 2.996450000000003229e+02
5.583752466609283038e-01 2.996400000000003274e+02
5.583867411082497068e-01 2.996350000000003320e+02
5.583982355555711097e-01 2.996300000000003365e+02
5.584097300028924016e-01 2.996250000000003411e+02
5.584212244502138045e-01 2.996200000000003456e+02
5.584327188975352074e-01 2.996150000000003502e+02
5.584442133448564993e-01 2.996100000000003547e+02
5.584557077921779022e-01 2.996050000000003593e+02
5.584672022394993052e-01 2.996000000000003638e+02
5.584786966868205971e-01 2.995950000000003683e+02
5.584901911341420000e-01 2.995900000000003729e+02
5.585016855814634029e-01 2.995850000000003774e+02
5.585131800287846948e-01 2.995800000000003820e+02
5.585246744761060977e-01 2.995750000000003865e+02
5.585361689234275007e-01 2.995700000000003911e+02
5.585476633707489036e-01 2.995650000000003956e+02
5.585591578180701955e-01 2.995600000000004002e+02
5.585706522653915984e-01 2.995550000000004047e+02
5.585821467127130013e-01 2.995500000000004093e+02
5.585936411600342932e-01 2.995450000000004138e+02
5.586051356073556962e-01 2.995400000000004184e+02
5.586166300546770991e-01 2.995350000000004229e+02
5.586281245019983910e-01 2.995300000000004275e+02
5.586396189493197939e-01 2.995250000000004320e+02
5.586511133966411968e-01 2.995200000000004366e+02
5.586626078439624887e-01 2.995150000000004411e+02
5.586741022912838917e-01 2.995100000000004457e+02
5.586855967386052946e-01 2.995050000000004502e+02
5.586970911859265865e-01 2.995000000000004547e+02
5.587085856332479894e-01 2.994950000000004593e+02
5.587200800805693923e-01 2.994900000000004638e+02
5.587315745278906842e-01 2.994850000000004684e+02
5.587430689752120871e-01 2.994800000000004729e+02
5.587545634225334901e-01 2.994750000000004775e+02
5.587660578698547820e-01 2.994700000000004820e+02
5.587775523171761849e-01 2.994650000000004866e+02
5.587890467644975878e-01 2.994600000000004911e+02
5.588005412118188797e-01 2.994550000000004957e+02
5.588120356591402826e-01 2.994500000000005002e+02
5.588235301064616856e-01 2.994450000000005048e+02
5.588350245537829775e-01 2.994400000000005093e+02
5.588465190011043804e-01 2.994350000000005139e+02
5.588580134484257833e-01 2.994300000000005184e+02
5.588695078957470752e-01 2.994250000000005230e+02
5.588810023430684781e-01 2.994200000000005275e+02
5.588924967903898811e-01 2.994150000000005321e+02
5.589039912377111730e-01 2.994100000000005366e+02
5.589154856850325759e-01 2.994050000000005411e+02
5.589269801323539788e-01 2.994000000000005457e+02
5.589384745796752707e-01 2.993950000000005502e+02
5.589499690269966736e-01 2.993900000000005548e+02
5.589614634743180765e-01 2.993850000000005593e+02
5.589729579216393685e-01 2.993800000000005639e+02
5.589844523689607714e-01 2.993750000000005684e+02
5.589959468162821743e-01 2.993700000000005730e+02
5.590074412636034662e-01 2.993650000000005775e+02
5.590189357109248691e-01 2.993600000000005821e+02
5.590304301582462720e-01 2.993550000000005866e+02
5.590419246055676750e-01 2.993500000000005912e+02
5.590534190528889669e-01 2.993450000000005957e+02
5.590649135002103698e-01 2.993400000000006003e+02
5.590764079475317727e-01 2.993350000000006048e+02
5.590879023948530646e-01 2.993300000000006094e+02
5.590993968421744675e-01 2.993250000000006139e+02
5.591108912894958705e-01 2.993200000000006185e+02
5.591223857368171624e-01 2.993150000000006230e+02
5.591338801841385653e-01 2.993100000000006276e+02
5.591453746314599682e-01 2.993050000000006321e+02
5.591568690787812601e-01 2.993000000000006366e+02
5.591683635261026630e-01 2.992950000000006412e+02
5.591798579734240660e-01 2.992900000000006457e+02
5.591913524207453579e-01 2.992850000000006503e+02
5.592028468680667608e-01 2.992800000000006548e+02
5.592143413153881637e-01 2.992750000000006594e+02
5.592258357627094556e-01 2.992700000000006639e+02
5.592373302100308585e-01 2.992650000000006685e+02
5.592488246573522614e-01 2.992600000000006730e+02
5.592603191046735533e-01 2.992550000000006776e+02
5.592718135519949563e-01 2.992500000000006821e+02
5.592833079993163592e-01 2.992450000000006867e+02
5.592948024466376511e-01 2.992400000000006912e+02
5.593062968939590540e-01 2.992350000000006958e+02
5.593177913412804569e-01 2.992300000000007003e+02
5.593292857886017488e-01 2.992250000000007049e+02
5.593407802359231518e-01 2.992200000000007094e+02
5.593522746832445547e-01 2.992150000000007140e+02
5.593637691305658466e-01 2.992100000000007185e+02
5.593752635778872495e-01 2.992050000000007230e+02
5.593867580252086524e-01 2.992000000000007276e+02
5.593982524725299443e-01 2.991950000000007321e+02
5.594097469198513473e-01 2.991900000000007367e+02
5.594212413671727502e-01 2.991850000000007412e+02
5.594327358144941531e-01 2.991800000000007458e+02
5.594442302618154450e-01 2.991750000000007503e+02
5.594557247091368479e-01 2.991700000000007549e+02
5.594672191564582509e-01 2.991650000000007594e+02
5.594787136037795428e-01 2.991600000000007640e+02
5.594902080511009457e-01 2.991550000000007685e+02
5.595017024984223486e-01 2.991500000000007731e+02
5.595131969457436405e-01 2.991450000000007776e+02
5.595246913930650434e-01 2.991400000000007822e+02
5.595361858403864463e-01 2.991350000000007867e+02
5.595476802877077382e-01 2.991300000000007913e+02
5.595591747350291412e-01 2.991250000000007958e+02
5.595706691823505441e-01 2.991200000000008004e+02
5.595821636296718360e-01 2.991150000000008049e+02
5.595936580769932389e-01 2.991100000000008095e+02
5.596051525243146418e-01 2.991050000000008140e+02
5.596166469716359337e-01 2.991000000000008185e+02
5.596281414189573367e-01 2.990950000000008231e+02
5.596396358662787396e-01 2.990900000000008276e+02
5.596511303136000315e-01 2.990850000000008322e+02
5.596626247609214344e-01 2.990800000000008367e+02
5.596741192082428373e-01 2.990750000000008413e+02
5.596856136555641292e-01 2.990700000000008458e+02
5.596971081028855322e-01 2.990650000000008504e+02
5.597086025502069351e-01 2.990600000000008549e+02
5.597200969975282270e-01 2.990550000000008595e+02
5.597315914448496299e-01 2.990500000000008640e+02
5.597430858921710328e-01 2.990450000000008686e+02
5.597545803394923247e-01 2.990400000000008731e+02
5.597660747868137276e-01 2.990350000000008777e+02
5.597775692341351306e-01 2.990300000000008822e+02
5.597890636814564225e-01 2.990250000000008868e+02
5.598005581287778254e-01 2.990200000000008913e+02
5.598120525760992283e-01 2.990150000000008959e+02
5.598235470234205202e-01 2.990100000000009004e+02
5.598350414707419231e-01 2.990050000000009049e+02
5.598465359180633261e-01 2.990000000000009095e+02
5.598580303653846180e-01 2.989950000000009140e+02
5.598695248127060209e-01 2.989900000000009186e+02
5.598810192600274238e-01 2.989850000000009231e+02
5.598925137073488267e-01 2.989800000000009277e+02
5.599040081546701186e-01 2.989750000000009322e+02
5.599155026019915216e-01 2.989700000000009368e+02
5.599269970493129245e-01 2.989650000000009413e+02
5.599384914966342164e-01 2.989600000000009459e+02
5.599499859439556193e-01 2.989550000000009504e+02
5.599614803912770222e-01 2.989500000000009550e+02
5.599729748385983141e-01 2.989450000000009595e+02
5.599844692859197171e-01 2.989400000000009641e+02
5.599959637332411200e-01 2.989350000000009686e+02
5.600074581805624119e-01 2.989300000000009732e+02
5.600189526278838148e-01 2.989250000000009777e+02
5.600304470752052177e-01 2.989200000000009823e+02
5.600419415225265096e-01 2.989150000000009868e+02
5.600534359698479125e-01 2.989100000000009913e+02
5.600649304171693155e-01 2.989050000000009959e+02
5.600764248644906074e-01 2.989000000000010004e+02
5.600879193118120103e-01 2.988950000000010050e+02
5.600994137591334132e-01 2.988900000000010095e+02
5.601109082064547051e-01 2.988850000000010141e+02
5.601224026537761080e-01 2.988800000000010186e+02
5.601338971010975110e-01 2.988750000000010232e+02
5.601453915484188029e-01 2.988700000000010277e+02
5.601568859957402058e-01 2.988650000000010323e+02
5.601683804430616087e-01 2.988600000000010368e+02
5.601798748903829006e-01 2.988550000000010414e+02
5.601913693377043035e-01 2.988500000000010459e+02
5.602028637850257065e-01 2.988450000000010505e+02
5.602143582323469984e-01 2.988400000000010550e+02
5.602258526796684013e-01 2.988350000000010596e+02
5.602373471269898042e-01 2.988300000000010641e+02
5.602488415743110961e-01 2.988250000000010687e+02
5.602603360216324990e-01 2.988200000000010732e+02
5.602718304689539019e-01 2.988150000000010778e+02
5.602833249162753049e-01 2.988100000000010823e+02
5.602948193635965968e-01 2.988050000000010868e+02
5.603063138109179997e-01 2.988000000000010914e+02
5.603178082582394026e-01 2.987950000000010959e+02
5.603293027055606945e-01 2.987900000000011005e+02
5.603407971528820974e-01 2.987850000000011050e+02
5.603522916002035004e-01 2.987800000000011096e+02
5.603637860475247923e-01 2.987750000000011141e+02
5.603752804948461952e-01 2.987700000000011187e+02
5.603867749421675981e-01 2.987650000000011232e+02
5.603982693894888900e-01 2.987600000000011278e+02
5.604097638368102929e-01 2.987550000000011323e+02
5.604212582841316959e-01 2.987500000000011369e+02
5.604327527314529878e-01 2.987450000000011414e+02
5.604442471787743907e-01 2.987400000000011460e+02
5.604557416260957936e-01 2.987350000000011505e+02
5.604672360734170855e-01 2.987300000000011551e+02
5.604787305207384884e-01 2.987250000000011596e+02
5.604902249680598914e-01 2.987200000000011642e+02
5.605017194153811833e-01 2.987150000000011687e+02
5.605132138627025862e-01 2.987100000000011732e+02
5.605247083100239891e-01 2.987050000000011778e+02
5.605362027573452810e-01 2.987000000000011823e+02
5.605476972046666839e-01 2.986950000000011869e+02
5.605591916519880868e-01 2.986900000000011914e+02
5.605706860993093787e-01 2.986850000000011960e+02
5.605821805466307817e-01 2.986800000000012005e+02
5.605936749939521846e-01 2.986750000000012051e+02
5.606051694412734765e-01 2.986700000000012096e+02
